epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
300,2550.92,0.59854,1.01055,0.42434,0.85428,0.65249,0.69344,0.71107,0.4663,0.66535,0.66477,0.69952,0.40435,1.25908,2.54599,1.0261,1.16597,0.00051995,0.00051995,0.00051995
301,2561.35,0.66318,1.13736,0.45587,0.86558,0.65249,0.69344,0.71107,0.4663,0.66535,0.66477,0.69952,0.40435,1.25908,2.54599,1.0261,1.16597,0.000515,0.000515,0.000515
302,2572.04,0.58164,1.02012,0.4176,0.85362,0.68952,0.6875,0.71706,0.4715,0.68185,0.66975,0.701,0.40603,1.23228,2.48588,1.03492,1.156,0.00051005,0.00051005,0.00051005
303,2581.09,0.64102,1.0694,0.43582,0.85973,0.68952,0.6875,0.71706,0.4715,0.68185,0.66975,0.701,0.40603,1.23228,2.48588,1.03492,1.156,0.0005051,0.0005051,0.0005051
304,2588.56,0.66827,1.13324,0.44819,0.86726,0.67686,0.72159,0.71831,0.47141,0.66218,0.70166,0.69472,0.40996,1.22045,2.45199,1.05118,1.14129,0.00050015,0.00050015,0.00050015
305,2595.83,0.58931,1.0049,0.41483,0.84318,0.67686,0.72159,0.71831,0.47141,0.66218,0.70166,0.69472,0.40996,1.22045,2.45199,1.05118,1.14129,0.0004952,0.0004952,0.0004952
306,2605.02,0.63011,1.00665,0.42985,0.84677,0.692,0.70455,0.72736,0.48006,0.6861,0.69547,0.70661,0.41645,1.23241,2.41512,1.02077,1.15183,0.00049025,0.00049025,0.00049025
307,2613,0.54718,0.96969,0.38394,0.843,0.692,0.70455,0.72736,0.48006,0.6861,0.69547,0.70661,0.41645,1.23241,2.41512,1.02077,1.15183,0.0004853,0.0004853,0.0004853
308,2623.12,0.66391,1.02343,0.42293,0.8617,0.66246,0.71023,0.72434,0.48924,0.66246,0.71023,0.71023,0.43227,1.22735,2.39248,1.00656,1.14925,0.00048035,0.00048035,0.00048035
309,2629.21,0.59139,1.04632,0.40113,0.85827,0.66246,0.71023,0.72434,0.48924,0.66246,0.71023,0.71023,0.43227,1.22735,2.39248,1.00656,1.14925,0.0004754,0.0004754,0.0004754
310,2636.56,0.59053,0.9876,0.41328,0.84308,0.68246,0.65942,0.71391,0.47954,0.68279,0.6482,0.69443,0.4217,1.20367,2.35149,1.03357,1.14445,0.00047045,0.00047045,0.00047045
311,2648.87,0.60793,0.98368,0.4217,0.86184,0.68246,0.65942,0.71391,0.47954,0.68279,0.6482,0.69443,0.4217,1.20367,2.35149,1.03357,1.14445,0.0004655,0.0004655,0.0004655
312,2660.84,0.60718,1.06207,0.41619,0.85444,0.66238,0.66883,0.70583,0.4698,0.66679,0.65341,0.67843,0.41309,1.21025,2.37208,1.06539,1.13692,0.00046055,0.00046055,0.00046055
313,2671.66,0.64724,1.10415,0.44083,0.84222,0.66238,0.66883,0.70583,0.4698,0.66679,0.65341,0.67843,0.41309,1.21025,2.37208,1.06539,1.13692,0.0004556,0.0004556,0.0004556
314,2680.89,0.59953,1.0398,0.4094,0.84869,0.69598,0.66336,0.7079,0.47237,0.69002,0.65768,0.68937,0.42477,1.2083,2.36239,1.02792,1.14002,0.00045065,0.00045065,0.00045065
315,2689.15,0.69863,1.29004,0.47594,0.89839,0.69598,0.66336,0.7079,0.47237,0.69002,0.65768,0.68937,0.42477,1.2083,2.36239,1.02792,1.14002,0.0004457,0.0004457,0.0004457
316,2697.44,0.59128,1.00848,0.41054,0.84068,0.64993,0.67513,0.70699,0.4695,0.66799,0.63068,0.67593,0.40818,1.21049,2.34179,1.01848,1.14007,0.00044075,0.00044075,0.00044075
317,2705.81,0.56512,0.93657,0.39672,0.83959,0.64993,0.67513,0.70699,0.4695,0.66799,0.63068,0.67593,0.40818,1.21049,2.34179,1.01848,1.14007,0.0004358,0.0004358,0.0004358
318,2712.74,0.5869,1.02095,0.41088,0.85847,0.65259,0.69886,0.70475,0.47282,0.65987,0.64205,0.67744,0.4011,1.20858,2.31706,1.0161,1.13301,0.00043085,0.00043085,0.00043085
319,2720.76,0.62379,1.01451,0.42952,0.86959,0.65259,0.69886,0.70475,0.47282,0.65987,0.64205,0.67744,0.4011,1.20858,2.31706,1.0161,1.13301,0.0004259,0.0004259,0.0004259
320,2729.91,0.61243,1.01979,0.42316,0.84344,0.63863,0.72296,0.71042,0.47078,0.62376,0.7065,0.68391,0.39824,1.20491,2.34151,1.01323,1.12565,0.00042095,0.00042095,0.00042095
321,2736.74,0.59157,1.03847,0.41533,0.85906,0.63863,0.72296,0.71042,0.47078,0.62376,0.7065,0.68391,0.39824,1.20491,2.34151,1.01323,1.12565,0.000416,0.000416,0.000416
322,2744.16,0.60462,1.0306,0.42399,0.85205,0.60208,0.73864,0.70853,0.47059,0.69652,0.62594,0.6929,0.39858,1.20614,2.35714,1.02138,1.12709,0.00041105,0.00041105,0.00041105
323,2753.88,0.63162,1.11128,0.43401,0.87354,0.60208,0.73864,0.70853,0.47059,0.69652,0.62594,0.6929,0.39858,1.20614,2.35714,1.02138,1.12709,0.0004061,0.0004061,0.0004061
324,2764.38,0.61306,1.01458,0.41868,0.88364,0.70379,0.63636,0.6993,0.46441,0.70379,0.63636,0.68656,0.4015,1.21313,2.3572,1.03783,1.13088,0.00040115,0.00040115,0.00040115
325,2772.18,0.64157,1.06562,0.42019,0.84514,0.70379,0.63636,0.6993,0.46441,0.70379,0.63636,0.68656,0.4015,1.21313,2.3572,1.03783,1.13088,0.0003962,0.0003962,0.0003962
326,2780.88,0.59675,0.93681,0.40635,0.84576,0.64402,0.67045,0.69327,0.45384,0.68227,0.63444,0.68166,0.40108,1.23483,2.38074,1.04495,1.14433,0.00039125,0.00039125,0.00039125
327,2788.01,0.58797,1.01894,0.40746,0.83766,0.64402,0.67045,0.69327,0.45384,0.68227,0.63444,0.68166,0.40108,1.23483,2.38074,1.04495,1.14433,0.0003863,0.0003863,0.0003863
328,2795.02,0.60435,1.08611,0.41807,0.85856,0.65052,0.66631,0.68208,0.44834,0.65037,0.65909,0.67151,0.39557,1.26687,2.39616,1.04141,1.15405,0.00038135,0.00038135,0.00038135
329,2803.66,0.57667,0.98766,0.39672,0.85329,0.65052,0.66631,0.68208,0.44834,0.65037,0.65909,0.67151,0.39557,1.26687,2.39616,1.04141,1.15405,0.0003764,0.0003764,0.0003764
330,2811.43,0.59503,0.98093,0.40459,0.84674,0.60003,0.72159,0.68497,0.44819,0.64153,0.65341,0.67124,0.39309,1.2331,2.38099,1.04822,1.1283,0.00037145,0.00037145,0.00037145
331,2818.87,0.57516,1.0646,0.40832,0.86588,0.60003,0.72159,0.68497,0.44819,0.64153,0.65341,0.67124,0.39309,1.2331,2.38099,1.04822,1.1283,0.0003665,0.0003665,0.0003665
332,2827.48,0.57841,0.95003,0.39297,0.84077,0.62765,0.69318,0.69391,0.45745,0.61854,0.68182,0.67554,0.41005,1.19722,2.35266,1.02756,1.11117,0.00036155,0.00036155,0.00036155
333,2835.93,0.60562,0.99393,0.40708,0.84527,0.62765,0.69318,0.69391,0.45745,0.61854,0.68182,0.67554,0.41005,1.19722,2.35266,1.02756,1.11117,0.0003566,0.0003566,0.0003566
334,2844.92,0.60286,0.97165,0.4049,0.84457,0.62273,0.70341,0.70717,0.47215,0.61277,0.69233,0.69115,0.41791,1.19848,2.35009,1.01004,1.11333,0.00035165,0.00035165,0.00035165
335,2852.39,0.55378,0.95021,0.38805,0.83012,0.62273,0.70341,0.70717,0.47215,0.61277,0.69233,0.69115,0.41791,1.19848,2.35009,1.01004,1.11333,0.0003467,0.0003467,0.0003467
336,2859.21,0.58238,1.02509,0.40907,0.87161,0.63703,0.71023,0.7088,0.4769,0.62684,0.69886,0.68804,0.4205,1.22339,2.40334,1.01161,1.12707,0.00034175,0.00034175,0.00034175
337,2869.21,0.56077,1.00743,0.40155,0.8404,0.63703,0.71023,0.7088,0.4769,0.62684,0.69886,0.68804,0.4205,1.22339,2.40334,1.01161,1.12707,0.0003368,0.0003368,0.0003368
338,2877.27,0.64867,1.16976,0.44723,0.85587,0.6336,0.70455,0.70801,0.47708,0.63361,0.69763,0.69588,0.42778,1.2279,2.44001,1.02408,1.13044,0.00033185,0.00033185,0.00033185
339,2885.58,0.61139,1.03455,0.40479,0.84159,0.6336,0.70455,0.70801,0.47708,0.63361,0.69763,0.69588,0.42778,1.2279,2.44001,1.02408,1.13044,0.0003269,0.0003269,0.0003269
340,2892.1,0.55196,0.97592,0.39109,0.84733,0.63415,0.69318,0.70635,0.47642,0.62288,0.6757,0.68389,0.42395,1.20937,2.42137,1.03809,1.12166,0.00032195,0.00032195,0.00032195
341,2901.77,0.58659,0.98723,0.4151,0.87801,0.63415,0.69318,0.70635,0.47642,0.62288,0.6757,0.68389,0.42395,1.20937,2.42137,1.03809,1.12166,0.000317,0.000317,0.000317
342,2909.68,0.56505,1.04026,0.416,0.8805,0.65235,0.64205,0.6948,0.47172,0.64658,0.63636,0.67913,0.42525,1.187,2.41748,1.02932,1.11738,0.00031205,0.00031205,0.00031205
343,2917.19,0.62654,1.0935,0.41356,0.86002,0.65235,0.64205,0.6948,0.47172,0.64658,0.63636,0.67913,0.42525,1.187,2.41748,1.02932,1.11738,0.0003071,0.0003071,0.0003071
344,2924.73,0.6121,1.02098,0.40726,0.86022,0.68751,0.625,0.69088,0.46832,0.68077,0.61932,0.67535,0.42173,1.19865,2.38284,1.02474,1.12069,0.00030215,0.00030215,0.00030215
345,2931.86,0.61451,0.99984,0.4135,0.82925,0.68751,0.625,0.69088,0.46832,0.68077,0.61932,0.67535,0.42173,1.19865,2.38284,1.02474,1.12069,0.0002972,0.0002972,0.0002972
346,2944.34,0.59511,0.99469,0.39799,0.84018,0.70112,0.64205,0.68996,0.45979,0.70112,0.64205,0.66901,0.41192,1.22934,2.41426,1.03243,1.13723,0.00029225,0.00029225,0.00029225
347,2954.17,0.56886,0.94881,0.39887,0.83865,0.70112,0.64205,0.68996,0.45979,0.70112,0.64205,0.66901,0.41192,1.22934,2.41426,1.03243,1.13723,0.0002873,0.0002873,0.0002873
348,2962.6,0.58129,0.95207,0.39304,0.84729,0.71484,0.63068,0.68898,0.45928,0.71484,0.63068,0.67362,0.41164,1.23283,2.45119,1.04452,1.14189,0.00028235,0.00028235,0.00028235
349,2971.05,0.58146,0.99631,0.408,0.85666,0.71484,0.63068,0.68898,0.45928,0.71484,0.63068,0.67362,0.41164,1.23283,2.45119,1.04452,1.14189,0.0002774,0.0002774,0.0002774
350,2980.31,0.57841,0.93743,0.3915,0.83611,0.69685,0.65306,0.68893,0.46419,0.69618,0.64205,0.67497,0.41713,1.2056,2.40665,1.03048,1.13358,0.00027245,0.00027245,0.00027245
351,2993.25,0.56338,0.97197,0.39949,0.83699,0.69685,0.65306,0.68893,0.46419,0.69618,0.64205,0.67497,0.41713,1.2056,2.40665,1.03048,1.13358,0.0002675,0.0002675,0.0002675
352,3003.08,0.54197,0.96198,0.38522,0.85551,0.67446,0.67045,0.69409,0.46564,0.69318,0.64205,0.67988,0.42543,1.19217,2.38409,1.0303,1.12871,0.00026255,0.00026255,0.00026255
353,3014.16,0.54184,0.9098,0.38177,0.83162,0.67446,0.67045,0.69409,0.46564,0.69318,0.64205,0.67988,0.42543,1.19217,2.38409,1.0303,1.12871,0.0002576,0.0002576,0.0002576
354,3022.65,0.53111,0.88247,0.37925,0.84224,0.68752,0.6875,0.69613,0.46765,0.67615,0.67614,0.68519,0.43009,1.20856,2.41995,1.03996,1.13701,0.00025265,0.00025265,0.00025265
355,3034.29,0.54026,0.9315,0.40155,0.85974,0.68752,0.6875,0.69613,0.46765,0.67615,0.67614,0.68519,0.43009,1.20856,2.41995,1.03996,1.13701,0.0002477,0.0002477,0.0002477
356,3043.2,0.62556,1.07654,0.4278,0.84685,0.70844,0.69318,0.70379,0.46545,0.69758,0.67614,0.69211,0.43425,1.22122,2.44741,1.05048,1.14441,0.00024275,0.00024275,0.00024275
357,3051.47,0.56931,0.98976,0.39785,0.84911,0.70844,0.69318,0.70379,0.46545,0.69758,0.67614,0.69211,0.43425,1.22122,2.44741,1.05048,1.14441,0.0002378,0.0002378,0.0002378
358,3059.49,0.5348,0.89906,0.37829,0.83798,0.71422,0.71001,0.7146,0.47727,0.69703,0.69318,0.69973,0.43693,1.21081,2.46275,1.03167,1.1342,0.00023285,0.00023285,0.00023285
359,3068.98,0.53176,0.90049,0.37795,0.84179,0.71422,0.71001,0.7146,0.47727,0.69703,0.69318,0.69973,0.43693,1.21081,2.46275,1.03167,1.1342,0.0002279,0.0002279,0.0002279
360,3079.7,0.55203,0.93453,0.38909,0.83663,0.67781,0.73295,0.71625,0.48307,0.66181,0.71591,0.70127,0.43956,1.20286,2.42588,1.02611,1.12797,0.00022295,0.00022295,0.00022295
361,3088.61,0.54143,0.91713,0.37834,0.82187,0.67781,0.73295,0.71625,0.48307,0.66181,0.71591,0.70127,0.43956,1.20286,2.42588,1.02611,1.12797,0.000218,0.000218,0.000218
362,3100.48,0.56076,0.94896,0.39364,0.86713,0.69183,0.6875,0.70801,0.48272,0.67915,0.67614,0.69332,0.44059,1.19382,2.41795,1.02459,1.1158,0.00021305,0.00021305,0.00021305
363,3109.71,0.50497,0.83779,0.36292,0.82813,0.69183,0.6875,0.70801,0.48272,0.67915,0.67614,0.69332,0.44059,1.19382,2.41795,1.02459,1.1158,0.0002081,0.0002081,0.0002081
364,3119.31,0.60699,1.06108,0.41303,0.86232,0.71289,0.67614,0.71203,0.47932,0.69284,0.65909,0.68921,0.43543,1.19998,2.40141,1.0335,1.11516,0.00020315,0.00020315,0.00020315
365,3134.37,0.58599,0.96821,0.39305,0.84533,0.71289,0.67614,0.71203,0.47932,0.69284,0.65909,0.68921,0.43543,1.19998,2.40141,1.0335,1.11516,0.0001982,0.0001982,0.0001982
366,3141.48,0.53035,0.98198,0.369,0.84072,0.69444,0.68439,0.71354,0.47268,0.68702,0.65909,0.69049,0.42486,1.21407,2.42074,1.04765,1.12127,0.00019325,0.00019325,0.00019325
367,3150.91,0.57072,0.93535,0.38848,0.83477,0.69444,0.68439,0.71354,0.47268,0.68702,0.65909,0.69049,0.42486,1.21407,2.42074,1.04765,1.12127,0.0001883,0.0001883,0.0001883
368,3160.24,0.54106,1.00159,0.3977,0.83802,0.65161,0.72265,0.70183,0.46781,0.64137,0.71128,0.68687,0.42936,1.2214,2.42139,1.05267,1.12625,0.00018335,0.00018335,0.00018335
369,3173.12,0.55498,0.9441,0.39205,0.84108,0.65161,0.72265,0.70183,0.46781,0.64137,0.71128,0.68687,0.42936,1.2214,2.42139,1.05267,1.12625,0.0001784,0.0001784,0.0001784
370,3188.59,0.54102,0.93299,0.38778,0.84307,0.65802,0.71023,0.69493,0.46717,0.65356,0.70455,0.68788,0.42696,1.21991,2.39567,1.05203,1.13062,0.00017345,0.00017345,0.00017345
371,3202.43,0.61207,0.9997,0.41096,0.85722,0.65802,0.71023,0.69493,0.46717,0.65356,0.70455,0.68788,0.42696,1.21991,2.39567,1.05203,1.13062,0.0001685,0.0001685,0.0001685
372,3225.22,0.56466,0.98197,0.39317,0.83007,0.6638,0.72919,0.70241,0.46974,0.65345,0.71783,0.69023,0.42921,1.20419,2.40686,1.03944,1.12763,0.00016355,0.00016355,0.00016355
373,3254.86,0.50644,0.85524,0.36146,0.83221,0.6638,0.72919,0.70241,0.46974,0.65345,0.71783,0.69023,0.42921,1.20419,2.40686,1.03944,1.12763,0.0001586,0.0001586,0.0001586
374,3268.94,0.52533,0.86896,0.37087,0.83551,0.67282,0.72443,0.70013,0.46996,0.66238,0.71344,0.6884,0.42747,1.19274,2.41645,1.03173,1.12213,0.00015365,0.00015365,0.00015365
375,3286.08,0.54396,0.94191,0.38145,0.8459,0.67282,0.72443,0.70013,0.46996,0.66238,0.71344,0.6884,0.42747,1.19274,2.41645,1.03173,1.12213,0.0001487,0.0001487,0.0001487
376,3300.26,0.52763,0.92769,0.37691,0.83844,0.67974,0.73563,0.71419,0.47658,0.66403,0.71872,0.69398,0.43348,1.2002,2.41929,1.03227,1.12415,0.00014375,0.00014375,0.00014375
377,3313.7,0.51138,0.8739,0.37857,0.82958,0.67974,0.73563,0.71419,0.47658,0.66403,0.71872,0.69398,0.43348,1.2002,2.41929,1.03227,1.12415,0.0001388,0.0001388,0.0001388
378,3336.03,0.51089,0.87199,0.36813,0.8355,0.68035,0.72727,0.71605,0.47844,0.66395,0.71023,0.69918,0.43077,1.20799,2.44566,1.03278,1.12512,0.00013385,0.00013385,0.00013385
379,3351.68,0.47203,0.84247,0.35452,0.82922,0.68035,0.72727,0.71605,0.47844,0.66395,0.71023,0.69918,0.43077,1.20799,2.44566,1.03278,1.12512,0.0001289,0.0001289,0.0001289
380,3360.57,0.56913,0.94007,0.39324,0.84874,0.69018,0.70883,0.71228,0.47782,0.67941,0.69886,0.6998,0.4375,1.20931,2.44096,1.03475,1.12839,0.00012395,0.00012395,0.00012395
381,3373.5,0.55146,0.92811,0.3853,0.8399,0.69018,0.70883,0.71228,0.47782,0.67941,0.69886,0.6998,0.4375,1.20931,2.44096,1.03475,1.12839,0.000119,0.000119,0.000119
382,3384.15,0.54097,0.95157,0.38532,0.84496,0.68722,0.71023,0.71131,0.47949,0.67233,0.69949,0.70001,0.43533,1.19934,2.43518,1.03127,1.12422,0.00011405,0.00011405,0.00011405
383,3394.14,0.55978,0.89954,0.39854,0.85086,0.68722,0.71023,0.71131,0.47949,0.67233,0.69949,0.70001,0.43533,1.19934,2.43518,1.03127,1.12422,0.0001091,0.0001091,0.0001091
384,3402.65,0.55399,0.94206,0.37002,0.82962,0.68247,0.71023,0.71133,0.47967,0.67155,0.69886,0.70078,0.43861,1.19177,2.41942,1.02732,1.12177,0.00010415,0.00010415,0.00010415
385,3414.91,0.53016,0.8879,0.37312,0.84115,0.68247,0.71023,0.71133,0.47967,0.67155,0.69886,0.70078,0.43861,1.19177,2.41942,1.02732,1.12177,9.92e-05,9.92e-05,9.92e-05
386,3424.19,0.5689,1.03943,0.40075,0.8561,0.69403,0.70886,0.70772,0.47987,0.68291,0.6975,0.69897,0.44062,1.19227,2.40539,1.03412,1.12156,9.425e-05,9.425e-05,9.425e-05
387,3433.83,0.55191,0.95065,0.38165,0.84807,0.69403,0.70886,0.70772,0.47987,0.68291,0.6975,0.69897,0.44062,1.19227,2.40539,1.03412,1.12156,8.93e-05,8.93e-05,8.93e-05
388,3584.11,0.50955,0.85829,0.36951,0.83635,0.69768,0.70807,0.70878,0.482,0.68648,0.69671,0.6999,0.43737,1.1952,2.40966,1.03083,1.12219,8.435e-05,8.435e-05,8.435e-05
389,3595.83,0.52214,0.91234,0.36877,0.83925,0.69768,0.70807,0.70878,0.482,0.68648,0.69671,0.6999,0.43737,1.1952,2.40966,1.03083,1.12219,7.94e-05,7.94e-05,7.94e-05
390,3608.79,0.52795,0.89785,0.37617,0.84248,0.67398,0.71023,0.70977,0.47849,0.6629,0.69886,0.69936,0.4396,1.19944,2.40415,1.03491,1.12387,7.445e-05,7.445e-05,7.445e-05
391,3633.34,0.55123,0.98865,0.36486,0.85218,0.67398,0.71023,0.70977,0.47849,0.6629,0.69886,0.69936,0.4396,1.19944,2.40415,1.03491,1.12387,6.95e-05,6.95e-05,6.95e-05
392,3640.29,0.59993,1.01419,0.40579,0.85161,0.64778,0.74432,0.70869,0.47607,0.63789,0.73295,0.69724,0.44013,1.19908,2.41449,1.02628,1.12163,6.455e-05,6.455e-05,6.455e-05
393,3648.18,0.50204,0.86801,0.34338,0.82117,0.64778,0.74432,0.70869,0.47607,0.63789,0.73295,0.69724,0.44013,1.19908,2.41449,1.02628,1.12163,5.96e-05,5.96e-05,5.96e-05
394,3654.74,0.48279,0.87881,0.33484,0.82115,0.64829,0.73864,0.70921,0.47746,0.6377,0.72727,0.69577,0.44012,1.20583,2.42246,1.03607,1.12486,5.465e-05,5.465e-05,5.465e-05
395,3662.46,0.54637,0.92662,0.37644,0.82165,0.64829,0.73864,0.70921,0.47746,0.6377,0.72727,0.69577,0.44012,1.20583,2.42246,1.03607,1.12486,4.97e-05,4.97e-05,4.97e-05
396,3669.98,0.49905,0.89387,0.33967,0.83262,0.66053,0.71591,0.7057,0.47992,0.64995,0.70455,0.69638,0.43748,1.20632,2.43821,1.04275,1.127,4.475e-05,4.475e-05,4.475e-05
397,3677.1,0.51428,0.89738,0.35434,0.82652,0.66053,0.71591,0.7057,0.47992,0.64995,0.70455,0.69638,0.43748,1.20632,2.43821,1.04275,1.127,3.98e-05,3.98e-05,3.98e-05
398,3684.01,0.53952,0.9713,0.36982,0.85356,0.65062,0.73295,0.70527,0.47943,0.63888,0.72159,0.69692,0.437,1.21145,2.43669,1.04894,1.12777,3.485e-05,3.485e-05,3.485e-05
399,3690.83,0.53714,0.93152,0.36585,0.81818,0.65062,0.73295,0.70527,0.47943,0.63888,0.72159,0.69692,0.437,1.21145,2.43669,1.04894,1.12777,2.99e-05,2.99e-05,2.99e-05
400,3698.26,0.48571,0.8993,0.33578,0.8325,0.64844,0.7336,0.70663,0.48119,0.6384,0.72224,0.69842,0.4396,1.21257,2.44096,1.0541,1.12995,2.495e-05,2.495e-05,2.495e-05
